LOCATION_ID,SAMPLE_DATE,ANALYTICAL_METHOD,PARAMETER_NAME,PARAMETER_CODE,ANALYSIS_TYPE_CODE,SAMPLE_PURPOSE,FIELD_PREPARATION_CODE,DETECT_FLAG,REPORT_RESULT,REPORT_METHOD_DETECTION_LIMIT,REPORT_DETECTION_LIMIT,,,REPORT_UNITS,DILUTION_FACTOR,SAMPLE_TYPE,LAB_QUALIFIER,VALIDATION_QUALIFIER,VALIDATION_REASON_CODES,BEST_VALUE_FLAG,LAB_ID,FIELD_SAMPLE_ID,SAMPLE_USAGE_CODE,SAMPLING_PLAN_NAME,CHAIN_OF_CUSTODY_NO,SAMPLE_TIME,,,,
R-13,05/14/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.374,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-08-12772,INV,Mortandad Watershed Sampling Q4 May 2008,08-1156,13:58,,,,R-1339582Perchlorate0.374CAMO-08-1277213:58
R-13,08/14/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.364,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-08-14534,INV,"Mortandad Watershed Sampling Q1 August 2008, IFWGWMP 2008",08-1685,10:35,,,,R-1339674Perchlorate0.364CAMO-08-1453410:35
R-13,11/10/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.414,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-810,INV,"Mortandad Watershed Sampling Q2 Nov. 2008, IFWGMP 2008",09-257,12:45,,,,R-1339762Perchlorate0.414CAMO-09-81012:45
R-13,02/10/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.394,0.05,0.2,,,ug/L,1,WG,,J,PE16a,Y,GELC,CAMO-09-2627,INV,"Mortandad Watershed Sampling Q3 Feb. 2009, IFWGMP 2008",09-864,12:53,,,,R-1339854Perchlorate0.394CAMO-09-262712:53
R-13,04/30/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.41,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-8179,INV,"Mortandad Watershed Sampling Event 4, May 2009, IFWGMP 2008",09-1680,14:00,,,,R-1339933Perchlorate0.41CAMO-09-817914:00
R-13,08/06/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.385,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-9560,INV,"Mortandad Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2807,11:30,,,,R-1340031Perchlorate0.385CAMO-09-956011:30
R-13,11/12/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.454,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-3135,INV,"Mortandad Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-494,15:03,,,,R-1340129Perchlorate0.454CAMO-10-313515:03
R-13,02/11/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.347,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-9341,INV,"Mortandad Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1817,10:35,,,,R-1340220Perchlorate0.347CAMO-10-934110:35
R-13,05/06/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.369,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-16786,INV,"Mortandad Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3076,15:17,,,,R-1340304Perchlorate0.369CAMO-10-1678615:17
R-13,07/13/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.439,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-22846,INV,"Mortandad Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3667,13:10,,,,R-1340372Perchlorate0.439CAMO-10-2284613:10
R-13,11/09/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.412,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-1270,INV,"Mortandad Watershed Sampling Q2, November 2010, IFWGMP 2010",11-451,11:05,,,,R-1340491Perchlorate0.412CAMO-11-127011:05
R-13,02/18/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.416,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-4594,INV,"Mortandad Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1406,12:22,,,,R-1340592Perchlorate0.416CAMO-11-459412:22
R-13,05/25/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.426,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-10702,INV,"Mortandad Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2553,16:30,,,,R-1340688Perchlorate0.426CAMO-11-1070216:30
R-13,08/01/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.404,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-24634,INV,"Mortandad Watershed Sampling Q5, August 2011, Interim Plan 2010",11-2987,11:39,,,,R-1340756Perchlorate0.404CAMO-11-2463411:39
R-13,11/22/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.418,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-1482,INV,"Mortandad Watershed Sampling Q1, November 2011, Interim Plan 2011",12-421,10:58,,,,R-1340869Perchlorate0.418CAMO-12-148210:58
R-13,06/05/2012,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.419,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-17131,INV,"Mortandad Q3 Additional Samples (TO8, FCN 28)",12-1344,11:01,,,,R-1341065Perchlorate0.419CAMO-12-1713111:01
R-13,10/31/2012,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.403,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-13-24258,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q1 Watershed Sampling_MORTANDAD,2013-258,13:53,,,,R-1341213Perchlorate0.403CAMO-13-2425813:53
R-13,11/08/2013,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.414,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-14-45762,INV,Mortandad/Sandia (Chromium Investigation) MY2014 Q1 Watershed Sampling_MORTANDAD,2014-2434,11:19,,,,R-1341586Perchlorate0.414CAMO-14-4576211:19
R-13,05/05/2014,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.375,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-14-75511,INV,Mortandad/Sandia (Chromium Investigation) MY2014 Q3 Watershed Sampling_Mortandad,2014-3342,11:32,,,,R-1341764Perchlorate0.375CAMO-14-7551111:32
R-13,11/19/2014,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.455,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-90227,INV,Mortandad/Sandia (Chromium Investigation) MY2015 Q1 Watershed Sampling_Mortandad,2015-391,12:34,,,,R-1341962Perchlorate0.455CAMO-15-9022712:34
R-13,02/13/2015,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.399,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-92495,INV,Mortandad/Sandia (Chromium Investigation and General Surveillance) MY2015 Q2 Watershed Sampling,2015-794,11:23,,,,R-1342048Perchlorate0.399CAMO-15-9249511:23
R-13,05/14/2015,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.39,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-95797,INV,"Mortandad/Sandia (Chromium, MDA C and General Surveillance) MY2015 Q3 Watershed Sampling",2015-1213,14:51,,,,R-1342138Perchlorate0.39CAMO-15-9579714:51
R-13,08/11/2015,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.4,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-102598,INV,Mortandad/Sandia (Chromium and General Surveillance) MY2015 Q4 Watershed Sampling_Mortandad,2015-2137,12:11,,,,R-1342227Perchlorate0.4CAMO-15-10259812:11
R-13,11/10/2015,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.419,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-106118,INV,Mortandad/Sandia Q1 MY2016 Sampling Event_Mortandad Canyon,2016-313,13:14,,,,R-1342318Perchlorate0.419CAMO-16-10611813:14
R-13,05/18/2016,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.406,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-115272,INV,Mortandad/Sandia Q3 MY2016,2016-1236,13:28,,,,R-1342508Perchlorate0.406CAMO-16-11527213:28
R-13,07/26/2016,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.38,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-124286,INV,Mortandad/Sandia (Cr and Gen Surv) MY2016 Q4 Watershed Sampling_Mortandad,2016-1796,11:08,,,,R-1342577Perchlorate0.38CAMO-16-12428611:08
R-13,11/07/2016,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.4,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-17-127245,INV,Mort/Sandia_Mort MY2017 Q1,2017-365,12:07,,,,R-1342681Perchlorate0.4CAMO-17-12724512:07
R-13,02/10/2017,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.422,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-17-129291,INV,Mortandad/Sandia (Cr Inv) MY2017 Q2,2017-1005,12:11,,,,R-1342776Perchlorate0.422CAMO-17-12929112:11
R-14 S1,02/09/2004,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,UF,Y,0.176,,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GU0402G14R101,,,106980,14:00,,,,R-14 S138026Perchlorate0.176GU0402G14R10114:00
R-14 S1,07/12/2004,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,UF,Y,0.12,0.05,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GU0407G14R101,,,116886,13:43,,,,R-14 S138180Perchlorate0.12GU0407G14R10113:43
R-14 S1,10/28/2004,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,UF,Y,0.198,0.05,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GU0410G14R101,,,124695,13:35,,,,R-14 S138288Perchlorate0.198GU0410G14R10113:35
R-14 S1,05/11/2005,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,UF,Y,0.189,0.05,,,,ug/L,1,WG,J,J,LMS1,Y,GELC,GU0505G14R101,,,136534,08:43,,,,R-14 S138483Perchlorate0.189GU0505G14R10108:43
R-14 S1,01/24/2006,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,F,Y,0.212,0.05,,,,ug/L,1,WG,,NQ,NQ,Y,GELC,GF0601G14R101,,,154614,09:39,,,,R-14 S138741Perchlorate0.212GF0601G14R10109:39
R-14 S1,06/26/2006,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,F,Y,0.163,0.05,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF06050G14R101,,,166170,11:17,,,,R-14 S138894Perchlorate0.163GF06050G14R10111:17
R-14 S1,10/23/2006,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,F,Y,0.175,0.05,,,,ug/L,1,WG,J,J-,LMS3,Y,GELC,GF06100G14R101,,,174877,10:30,,,,R-14 S139013Perchlorate0.175GF06100G14R10110:30
R-14 S1,03/01/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.17,0.05,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF07020G14R101,,,181844,14:33,,,,R-14 S139142Perchlorate0.17GF07020G14R10114:33
R-14 S1,06/05/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.179,0.05,,,,ug/L,1,WG,J,J,LMS1,Y,GELC,GF07050G14R101,,,187316,08:58,,,,R-14 S139238Perchlorate0.179GF07050G14R10108:58
R-14 S1,08/14/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.179,0.05,,,,ug/L,1,WG,J,J,LMS1,Y,GELC,GF07080G14R101,,,191858,11:06,,,,R-14 S139308Perchlorate0.179GF07080G14R10111:06
R-14 S1,11/08/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.174,0.05,0.2,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,CASA-08-8073,INV,Mortandad Canyon Water IGWMP NOV 07,08-140,12:46,,,,R-14 S139394Perchlorate0.174CASA-08-807312:46
R-14 S1,08/20/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.235,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-08-14507,INV,"Mortandad Watershed Sampling Q1 August 2008, IFWGWMP 2008",08-1731,10:45,,,,R-14 S139680Perchlorate0.235CAMO-08-1450710:45
R-14 S1,11/13/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.306,0.05,0.2,,,ug/L,1,WG,,J+,PE12f,Y,GELC,CAMO-09-792,INV,"Mortandad Watershed Sampling Q2 Nov. 2008, IFWGMP 2008",09-303,14:25,,,,R-14 S139765Perchlorate0.306CAMO-09-79214:25
R-14 S1,02/18/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.268,0.05,0.2,,,ug/L,1,WG,,J,PE16a,Y,GELC,CAMO-09-2863,INV,"Mortandad Watershed Sampling Q3 Feb. 2009, IFWGMP 2008",09-941,12:08,,,,R-14 S139862Perchlorate0.268CAMO-09-286312:08
R-14 S1,05/07/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.27,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-8206,INV,"Mortandad Watershed Sampling Event 4, May 2009, IFWGMP 2008",09-1789,15:21,,,,R-14 S139940Perchlorate0.27CAMO-09-820615:21
R-14 S1,08/07/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.288,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-9573,INV,"Mortandad Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2821,11:40,,,,R-14 S140032Perchlorate0.288CAMO-09-957311:40
R-14 S1,11/04/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.264,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-3214,INV,"Mortandad Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-370,11:22,,,,R-14 S140121Perchlorate0.264CAMO-10-321411:22
R-14 S1,02/03/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.26,0.05,0.2,,,ug/L,1,WG,,J,PE12e,Y,GELC,CAMO-10-9335,INV,"Mortandad Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1615,10:12,,,,R-14 S140212Perchlorate0.26CAMO-10-933510:12
R-14 S1,05/03/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.284,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-16754,INV,"Mortandad Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3003,11:05,,,,R-14 S140301Perchlorate0.284CAMO-10-1675411:05
R-14 S1,07/01/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.315,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-22850,INV,"Mortandad Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3544,10:10,,,,R-14 S140360Perchlorate0.315CAMO-10-2285010:10
R-14 S1,11/12/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.309,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-1264,INV,"Mortandad Watershed Sampling Q2, November 2010, IFWGMP 2010",11-507,09:23,,,,R-14 S140494Perchlorate0.309CAMO-11-126409:23
R-14 S1,02/22/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.321,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-4620,INV,"Mortandad Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1413,11:49,,,,R-14 S140596Perchlorate0.321CAMO-11-462011:49
R-14 S1,05/18/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.33,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-10728,INV,"Mortandad Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2454,09:58,,,,R-14 S140681Perchlorate0.33CAMO-11-1072809:58
R-14 S1,08/03/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.321,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-24654,INV,"Mortandad Watershed Sampling Q5, August 2011, Interim Plan 2010",11-3027,12:26,,,,R-14 S140758Perchlorate0.321CAMO-11-2465412:26
R-14 S1,11/08/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.315,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-1525,INV,"Mortandad Watershed Sampling Q1, November 2011, Interim Plan 2011",12-296,13:57,,,,R-14 S140855Perchlorate0.315CAMO-12-152513:57
R-14 S1,11/05/2013,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.323,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-14-45693,INV,Mortandad/Sandia (MDA C and GS Monitoring) MY2014 Q1 Watershed Sampling_MORTANDAD,2014-2393,11:33,,,,R-14 S141583Perchlorate0.323CAMO-14-4569311:33
R-14 S1,11/12/2014,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.323,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-90288,INV,Mortandad (MDA C and General Surveillance) MY2015 Q1 Watershed Sampling,2015-297,10:24,,,,R-14 S141955Perchlorate0.323CAMO-15-9028810:24
R-14 S1,11/19/2015,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.296,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-106119,INV,Mortandad/Sandia Q1 MY2016 Sampling Event_Mortandad Canyon,2016-381,10:30,,,,R-14 S142327Perchlorate0.296CAMO-16-10611910:30
R-14 S1,11/09/2016,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,0.324,0.05,0.2,,,ug/L,1,WG,,NQ,NQ,Y,GELC,CAMO-17-127246,INV,Mort/Sandia_Mort MY2017 Q1,2017-433,10:07,,,,R-14 S142683Perchlorate0.324CAMO-17-12724610:07
R-15,02/24/2000,EPA:300.0,Perchlorate,ClO4,INIT,REG,UF,Y,3.45,,,,,ug/L,1,WG,J,J,I1,Y,GELC,CAMO-00-0003,INV,,6494R,13:50,,,,R-1536580Perchlorate3.45CAMO-00-000313:50
R-15,10/10/2000,EPA:300.0,Perchlorate,ClO4,INIT,REG,UF,N,3.17,,,,,ug/L,1,WG,J,U,I5,Y,GELC,GWMO-00-0002,INV,,7837R,12:00,,,,R-1536809Perchlorate3.17GWMO-00-000212:00
R-15,02/15/2001,EPA:300.0,Perchlorate,ClO4,INIT,REG,F,Y,1.54,,,,,ug/L,1,WG,J,J,I1,Y,GELC,RW15-01-0002,INV,,8345R,09:50,,,,R-1536937Perchlorate1.54RW15-01-000209:50
R-15,05/22/2001,EPA:300.0,Perchlorate,ClO4,INIT,REG,F,Y,4.19,,,,,ug/L,1,WG,,NQ,NQ,Y,GELC,RW15-01-0004,INV,,8867R,15:20,,,,R-1537033Perchlorate4.19RW15-01-000415:20
R-15,12/15/2003,EPA:314.0,Perchlorate,ClO4,INIT,REG,UF,Y,4.77,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GU03120G15R01,,,103972,10:46,,,,R-1537970Perchlorate4.77GU03120G15R0110:46
R-15,06/10/2004,SW846 6850 Modified,Perchlorate,ClO4,INIT,REG,UF,Y,6.03,0.5,,,,ug/L,10,WG,,NQ,NQ,Y,GELC,GU04050G15R01,,,114827,10:55,,,,R-1538148Perchlorate6.03GU04050G15R0110:55
R-15,05/25/2005,EPA:314.0,Perchlorate,ClO4,INIT,FD,F,Y,5.83,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF05050G15R90,,,137440,10:01,,,,R-1538497Perchlorate5.83GF05050G15R9010:01
R-15,08/31/2005,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,6.92,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF05080G15R01,,,144703,14:05,,,,R-1538595Perchlorate6.92GF05080G15R0114:05
R-15,01/30/2006,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,6.54,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF06010G15R01,,,154994,12:15,,,,R-1538747Perchlorate6.54GF06010G15R0112:15
R-15,07/03/2006,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,6.55,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF060500G15R01,,,166561,10:50,,,,R-1538901Perchlorate6.55GF060500G15R0110:50
R-15,10/24/2006,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,6.65,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF061000G15R01,,,174980,13:13,,,,R-1539014Perchlorate6.65GF061000G15R0113:13
R-15,02/28/2007,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,6.88,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF070200G15R01,,,181695,10:20,,,,R-1539141Perchlorate6.88GF070200G15R0110:20
R-15,06/12/2007,EPA:314.0,Perchlorate,ClO4,INIT,REG,F,Y,7.4,4,,,,ug/L,1,WG,J,J,J_LAB,Y,GELC,GF070600G15R01,,,187795,12:37,,,,R-1539245Perchlorate7.4GF070600G15R0112:37
R-15,08/16/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,5.9,0.5,,,,ug/L,10,WG,,J,LMS1,Y,GELC,GF070800G15R01,,,191858,12:50,,,,R-1539310Perchlorate5.9GF070800G15R0112:50
R-15,11/12/2007,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.62,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-08-8599,IGMP,Mortandad Canyon Part 2 Water IGWMP NOV 07,08-159,13:58,,,,R-1539398Perchlorate6.62CAMO-08-859913:58
R-15,02/25/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.79,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-08-10436,INV,Mortandad Watershed GW Sampling Q3 Feb. 2008,08-694,12:55,,,,R-1539503Perchlorate6.79CAMO-08-1043612:55
R-15,05/20/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,5.59,0.5,2,,,ug/L,10,WG,,J+,PE12f,Y,GELC,CAMO-08-12752,INV,Mortandad Watershed Sampling Q4 May 2008,08-1193,10:30,,,,R-1539588Perchlorate5.59CAMO-08-1275210:30
R-15,08/15/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.6,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-08-14540,INV,"Mortandad Watershed Sampling Q1 August 2008, IFWGWMP 2008",08-1698,13:45,,,,R-1539675Perchlorate6.6CAMO-08-1454013:45
R-15,11/10/2008,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.03,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-09-797,INV,"Mortandad Watershed Sampling Q2 Nov. 2008, IFWGMP 2008",09-267,11:58,,,,R-1539762Perchlorate7.03CAMO-09-79711:58
R-15,02/17/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.06,0.5,2,,,ug/L,10,WG,,J,PE16a,Y,GELC,CAMO-09-2614,INV,"Mortandad Watershed Sampling Q3 Feb. 2009, IFWGMP 2008",09-920,13:43,,,,R-1539861Perchlorate7.06CAMO-09-261413:43
R-15,05/04/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.39,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-09-8174,INV,"Mortandad Watershed Sampling Event 4, May 2009, IFWGMP 2008",09-1717,12:23,,,,R-1539937Perchlorate6.39CAMO-09-817412:23
R-15,08/06/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.01,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-09-9540,INV,"Mortandad Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2803,13:35,,,,R-1540031Perchlorate7.01CAMO-09-954013:35
R-15,11/05/2009,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.9,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-10-3137,INV,"Mortandad Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-396,13:54,,,,R-1540122Perchlorate6.9CAMO-10-313713:54
R-15,02/11/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,6.97,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-10-9323,INV,"Mortandad Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1823,15:16,,,,R-1540220Perchlorate6.97CAMO-10-932315:16
R-15,05/17/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.02,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-10-16760,INV,"Mortandad Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3193,10:17,,,,R-1540315Perchlorate7.02CAMO-10-1676010:17
R-15,07/14/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.29,1,4,,,ug/L,20,WG,,NQ,NQ,Y,GELC,CAMO-10-22856,INV,"Mortandad Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3698,11:33,,,,R-1540373Perchlorate7.29CAMO-10-2285611:33
R-15,11/09/2010,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,8.06,1,4,,,ug/L,20,WG,,NQ,NQ,Y,GELC,CAMO-11-1267,INV,"Mortandad Watershed Sampling Q2, November 2010, IFWGMP 2010",11-451,13:25,,,,R-1540491Perchlorate8.06CAMO-11-126713:25
R-15,02/28/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.51,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-11-4596,INV,"Mortandad Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1482,14:18,,,,R-1540602Perchlorate7.51CAMO-11-459614:18
R-15,05/31/2011,SW-846:6850,Perchlorate,ClO4,INIT,REG,F,Y,7.76,0.5,2,,,ug/L,10,WG,,NQ,NQ,Y,GELC,CAMO-11-10714,INV,"Mortandad Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2587,13:12,,,,R-1540694Perchlorate7.76CAMO-11-1071413:12
